Stn Lat Lon Pr T S O2
105 -62.334 80 1122 1.5358 34.748 183.16
105 -62.334 80 1126 1.5299 34.748 183.21
105 -62.334 80 1130 1.527 34.748 183.18
105 -62.334 80 1134 1.524 34.748 183.23
105 -62.334 80 1138 1.5211 34.748 183.12
105 -62.334 80 1142 1.5178 34.748 183.22
105 -62.334 80 1146 1.5108 34.748 183.21
105 -62.334 80 1150 1.5071 34.748 183.24
105 -62.334 80 1154 1.5022 34.748 183.3
105 -62.334 80 1158 1.4964 34.747 183.43
105 -62.334 80 1162 1.4901 34.747 183.51
105 -62.334 80 1166 1.4889 34.747 183.57
105 -62.334 80 1170 1.486 34.747 183.55
105 -62.334 80 1174 1.4812 34.747 183.57
105 -62.334 80 1178 1.4753 34.747 183.56
105 -62.334 80 1182 1.4689 34.747 183.62
105 -62.334 80 1186 1.4636 34.746 183.73
105 -62.334 80 1190 1.4616 34.746 183.78
105 -62.334 80 1194 1.4598 34.746 183.85
105 -62.334 80 1198 1.4539 34.746 183.92
105 -62.334 80 1202 1.4477 34.746 183.98
105 -62.334 80 1206 1.4432 34.746 184.1
105 -62.334 80 1210 1.4388 34.746 184.19
105 -62.334 80 1214 1.4366 34.746 184.3
105 -62.334 80 1218 1.4334 34.745 184.36
105 -62.334 80 1222 1.4324 34.745 184.33
105 -62.334 80 1226 1.4301 34.745 184.37
105 -62.334 80 1230 1.4291 34.745 184.38
105 -62.334 80 1234 1.425 34.745 184.38
105 -62.334 80 1238 1.4183 34.745 184.4
105 -62.334 80 1242 1.4131 34.745 184.32
105 -62.334 80 1246 1.4084 34.744 184.24
105 -62.334 80 1250 1.4018 34.744 184.32
105 -62.334 80 1254 1.3997 34.744 184.3
105 -62.334 80 1258 1.3953 34.744 184.3
105 -62.334 80 1262 1.3915 34.744 184.32
105 -62.334 80 1266 1.3889 34.744 184.35
105 -62.334 80 1270 1.3855 34.743 184.36
105 -62.334 80 1274 1.3828 34.743 184.41
105 -62.334 80 1278 1.3805 34.743 184.39
105 -62.334 80 1282 1.3772 34.743 184.39
105 -62.334 80 1286 1.373 34.743 184.55
105 -62.334 80 1290 1.369 34.743 184.5
105 -62.334 80 1294 1.3657 34.742 184.5
105 -62.334 80 1298 1.3633 34.742 184.6
105 -62.334 80 1302 1.3619 34.742 184.58
105 -62.334 80 1306 1.3596 34.742 184.56
105 -62.334 80 1310 1.3557 34.742 184.61
105 -62.334 80 1314 1.3535 34.742 184.63
105 -62.334 80 1318 1.3513 34.742 184.61
105 -62.334 80 1322 1.3472 34.742 184.71
105 -62.334 80 1326 1.3413 34.741 184.63
105 -62.334 80 1330 1.337 34.741 184.69
105 -62.334 80 1334 1.3348 34.741 184.79
105 -62.334 80 1338 1.3323 34.741 184.72
105 -62.334 80 1342 1.3306 34.741 184.78
105 -62.334 80 1346 1.3282 34.741 184.77
105 -62.334 80 1350 1.3243 34.74 184.8
105 -62.334 80 1354 1.3203 34.74 184.84
105 -62.334 80 1358 1.3162 34.74 184.81
105 -62.334 80 1362 1.3092 34.74 184.9
105 -62.334 80 1366 1.3048 34.74 184.96
105 -62.334 80 1370 1.2981 34.739 185.02
105 -62.334 80 1374 1.2946 34.739 185.07
105 -62.334 80 1378 1.2907 34.739 185.09
105 -62.334 80 1382 1.2886 34.739 185.11
105 -62.334 80 1386 1.2862 34.739 185.09
105 -62.334 80 1390 1.2821 34.739 185.14
105 -62.334 80 1394 1.28 34.738 185.1
105 -62.334 80 1398 1.272 34.738 185.11
105 -62.334 80 1402 1.2673 34.738 185.05
105 -62.334 80 1406 1.2606 34.737 185.14
105 -62.334 80 1410 1.2552 34.737 185.24
105 -62.334 80 1414 1.2544 34.737 185.29
105 -62.334 80 1418 1.2528 34.737 185.36
105 -62.334 80 1422 1.2497 34.737 185.39
105 -62.334 80 1426 1.2428 34.736 185.45
105 -62.334 80 1430 1.2391 34.736 185.47
105 -62.334 80 1434 1.2348 34.736 185.42
105 -62.334 80 1438 1.227 34.736 185.49
105 -62.334 80 1442 1.224 34.736 185.51
105 -62.334 80 1446 1.2201 34.735 185.56
105 -62.334 80 1450 1.2176 34.735 185.62
105 -62.334 80 1454 1.2128 34.735 185.65
105 -62.334 80 1458 1.2081 34.735 185.69
105 -62.334 80 1462 1.2054 34.735 185.7
105 -62.334 80 1466 1.2058 34.735 185.78
105 -62.334 80 1470 1.1976 34.734 185.79
105 -62.334 80 1474 1.1938 34.734 185.76
105 -62.334 80 1478 1.1918 34.734 185.8
105 -62.334 80 1482 1.1879 34.734 185.78
105 -62.334 80 1486 1.1864 34.733 185.87
105 -62.334 80 1490 1.1797 34.733 185.9
105 -62.334 80 1494 1.1742 34.733 185.87
105 -62.334 80 1498 1.1667 34.733 185.92
105 -62.334 80 1502 1.1643 34.732 185.89
105 -62.334 80 1506 1.158 34.732 185.98
105 -62.334 80 1510 1.1518 34.732 186.02
105 -62.334 80 1514 1.1432 34.731 186.13
105 -62.334 80 1518 1.1395 34.731 186.08
105 -62.334 80 1522 1.1314 34.731 186.09
105 -62.334 80 1526 1.1276 34.73 186.07
105 -62.334 80 1530 1.124 34.73 186.22
105 -62.334 80 1534 1.1219 34.73 186.19
105 -62.334 80 1538 1.119 34.73 186.26
105 -62.334 80 1542 1.1172 34.73 186.25
105 -62.334 80 1546 1.1122 34.73 186.2
105 -62.334 80 1550 1.1039 34.729 186.22
105 -62.334 80 1554 1.0996 34.729 186.27
105 -62.334 80 1558 1.0962 34.729 186.31
105 -62.334 80 1562 1.0944 34.729 186.31
105 -62.334 80 1566 1.0883 34.728 186.39
105 -62.334 80 1570 1.0867 34.728 186.44
105 -62.334 80 1574 1.0838 34.728 186.47
105 -62.334 80 1578 1.0784 34.728 186.49
105 -62.334 80 1582 1.0739 34.727 186.53
105 -62.334 80 1586 1.072 34.727 186.56
105 -62.334 80 1590 1.0625 34.727 186.57
105 -62.334 80 1594 1.0576 34.727 186.64
105 -62.334 80 1598 1.0561 34.727 186.63
105 -62.334 80 1602 1.0522 34.726 186.7
105 -62.334 80 1606 1.0498 34.726 186.69
105 -62.334 80 1610 1.0471 34.726 186.7
105 -62.334 80 1614 1.0422 34.726 186.69
105 -62.334 80 1618 1.0404 34.726 186.75
105 -62.334 80 1622 1.0351 34.725 186.77
105 -62.334 80 1626 1.0277 34.725 186.85
105 -62.334 80 1630 1.0251 34.725 186.91
105 -62.334 80 1634 1.0227 34.725 186.91
105 -62.334 80 1638 1.0198 34.724 186.96
105 -62.334 80 1642 1.015 34.724 186.91
105 -62.334 80 1646 1.0112 34.724 186.94
105 -62.334 80 1650 1.0009 34.723 186.94
105 -62.334 80 1654 0.9992 34.723 186.97
105 -62.334 80 1658 0.9983 34.723 186.99
105 -62.334 80 1662 0.9959 34.723 187.01
105 -62.334 80 1666 0.9869 34.723 187.09
105 -62.334 80 1670 0.9837 34.722 187.01
105 -62.334 80 1674 0.9755 34.722 187.09
105 -62.334 80 1678 0.9723 34.722 187.12
105 -62.334 80 1682 0.9698 34.722 187.14
105 -62.334 80 1686 0.9648 34.721 187.21
105 -62.334 80 1690 0.9606 34.721 187.23
105 -62.334 80 1694 0.9591 34.721 187.25
105 -62.334 80 1698 0.957 34.721 187.27
105 -62.334 80 1702 0.9556 34.721 187.27
105 -62.334 80 1706 0.9523 34.721 187.25
105 -62.334 80 1710 0.9514 34.721 187.29
105 -62.334 80 1714 0.9497 34.721 187.36
105 -62.334 80 1718 0.9482 34.72 187.39
105 -62.334 80 1722 0.9445 34.72 187.39
105 -62.334 80 1726 0.9415 34.72 187.42
105 -62.334 80 1730 0.9415 34.72 187.41
105 -62.334 80 1734 0.9388 34.72 187.41
105 -62.334 80 1738 0.9318 34.719 187.4
105 -62.334 80 1742 0.9286 34.719 187.38
105 -62.334 80 1746 0.9259 34.719 187.44
105 -62.334 80 1750 0.9248 34.719 187.4
105 -62.334 80 1754 0.9208 34.719 187.4
105 -62.334 80 1758 0.9163 34.718 187.42
105 -62.334 80 1762 0.9112 34.718 187.48
105 -62.334 80 1766 0.9095 34.718 187.46
105 -62.334 80 1770 0.9089 34.718 187.55
105 -62.334 80 1774 0.9071 34.718 187.59
105 -62.334 80 1778 0.9052 34.718 187.62
105 -62.334 80 1782 0.9013 34.718 187.61
105 -62.334 80 1786 0.8954 34.717 187.73
105 -62.334 80 1790 0.8898 34.717 187.78
105 -62.334 80 1794 0.8866 34.717 187.78
105 -62.334 80 1798 0.8851 34.717 187.81
105 -62.334 80 1802 0.8816 34.717 187.87
105 -62.334 80 1806 0.881 34.716 187.9
105 -62.334 80 1810 0.8762 34.716 187.88
105 -62.334 80 1814 0.8735 34.716 187.96
105 -62.334 80 1818 0.8709 34.716 187.94
105 -62.334 80 1822 0.8653 34.716 187.91
105 -62.334 80 1826 0.8568 34.715 187.97
105 -62.334 80 1830 0.8486 34.715 188.14
105 -62.334 80 1834 0.8457 34.715 188.07
105 -62.334 80 1838 0.8426 34.714 188.1
105 -62.334 80 1842 0.8401 34.714 188.09
105 -62.334 80 1846 0.8371 34.714 188.1
105 -62.334 80 1850 0.8361 34.714 188.13
105 -62.334 80 1854 0.8336 34.714 188.07
105 -62.334 80 1858 0.8311 34.714 188.1
105 -62.334 80 1862 0.8211 34.713 188.14
105 -62.334 80 1866 0.8175 34.713 188.24
105 -62.334 80 1870 0.8129 34.713 188.3
105 -62.334 80 1874 0.8099 34.712 188.33
105 -62.334 80 1878 0.8031 34.712 188.41
105 -62.334 80 1882 0.8008 34.712 188.44
105 -62.334 80 1886 0.7972 34.712 188.44
105 -62.334 80 1890 0.7957 34.712 188.49
105 -62.334 80 1894 0.7947 34.712 188.47
105 -62.334 80 1898 0.7906 34.711 188.52
105 -62.334 80 1902 0.7873 34.711 188.56
105 -62.334 80 1906 0.7847 34.711 188.51
105 -62.334 80 1910 0.7785 34.711 188.53
105 -62.334 80 1914 0.7734 34.71 188.63
105 -62.334 80 1918 0.7685 34.71 188.65
105 -62.334 80 1922 0.7661 34.71 188.71
105 -62.334 80 1926 0.7648 34.71 188.77
105 -62.334 80 1930 0.7645 34.71 188.75
105 -62.334 80 1934 0.7608 34.71 188.87
105 -62.334 80 1938 0.7557 34.709 188.83
105 -62.334 80 1942 0.751 34.709 188.91
105 -62.334 80 1946 0.7474 34.709 188.92
105 -62.334 80 1950 0.7442 34.709 188.94
105 -62.334 80 1954 0.7417 34.709 189.01
105 -62.334 80 1958 0.7406 34.709 189.01
105 -62.334 80 1962 0.7374 34.708 189.02
105 -62.334 80 1966 0.7359 34.708 189.03
105 -62.334 80 1970 0.7275 34.708 189.07
105 -62.334 80 1974 0.726 34.708 189.12
105 -62.334 80 1978 0.7263 34.708 189.14
105 -62.334 80 1982 0.7268 34.708 189.2
105 -62.334 80 1986 0.7231 34.707 189.2
105 -62.334 80 1990 0.7129 34.707 189.24
105 -62.334 80 1994 0.7118 34.707 189.28
105 -62.334 80 1998 0.7107 34.707 189.29
105 -62.334 80 2002 0.7062 34.706 189.33
105 -62.334 80 2006 0.706 34.707 189.35
105 -62.334 80 2010 0.7045 34.707 189.39
105 -62.334 80 2014 0.7037 34.706 189.43
105 -62.334 80 2018 0.7027 34.706 189.45
105 -62.334 80 2022 0.6983 34.706 189.5
105 -62.334 80 2026 0.6953 34.706 189.51
105 -62.334 80 2030 0.6942 34.706 189.46
105 -62.334 80 2034 0.6928 34.706 189.49
105 -62.334 80 2038 0.6898 34.706 189.5
105 -62.334 80 2042 0.6869 34.706 189.55
105 -62.334 80 2046 0.6798 34.705 189.58
105 -62.334 80 2050 0.6779 34.705 189.69
105 -62.334 80 2054 0.674 34.705 189.71
105 -62.334 80 2058 0.6676 34.704 189.73
105 -62.334 80 2062 0.6659 34.704 189.75
105 -62.334 80 2066 0.6629 34.704 189.85
105 -62.334 80 2070 0.6601 34.704 189.89
105 -62.334 80 2074 0.6575 34.704 189.85
105 -62.334 80 2078 0.6558 34.704 189.86
105 -62.334 80 2082 0.6505 34.703 189.95
105 -62.334 80 2086 0.6461 34.703 189.96
105 -62.334 80 2090 0.6445 34.703 190.03
105 -62.334 80 2094 0.6431 34.703 190.09
105 -62.334 80 2098 0.6409 34.703 190.14
105 -62.334 80 2102 0.6369 34.703 190.12
105 -62.334 80 2106 0.6367 34.703 190.1
105 -62.334 80 2110 0.636 34.703 190.17
105 -62.334 80 2114 0.6336 34.702 190.25
105 -62.334 80 2118 0.6305 34.702 190.27
105 -62.334 80 2122 0.6286 34.702 190.34
105 -62.334 80 2126 0.6253 34.702 190.29
105 -62.334 80 2130 0.6216 34.702 190.43
105 -62.334 80 2134 0.6195 34.702 190.35
105 -62.334 80 2138 0.6172 34.701 190.39
105 -62.334 80 2142 0.6147 34.701 190.45
105 -62.334 80 2146 0.6133 34.701 190.52
105 -62.334 80 2150 0.6092 34.701 190.54
105 -62.334 80 2154 0.6069 34.701 190.52
105 -62.334 80 2158 0.6022 34.701 190.66
105 -62.334 80 2162 0.6019 34.701 190.62
105 -62.334 80 2166 0.6003 34.701 190.7
105 -62.334 80 2170 0.5983 34.7 190.73
105 -62.334 80 2174 0.5955 34.7 190.79
105 -62.334 80 2178 0.5913 34.7 190.85
105 -62.334 80 2182 0.584 34.7 190.79
105 -62.334 80 2186 0.5846 34.7 190.87
105 -62.334 80 2190 0.583 34.7 190.88
105 -62.334 80 2194 0.5805 34.7 190.92
105 -62.334 80 2198 0.5784 34.699 190.94
105 -62.334 80 2202 0.5777 34.699 190.94
105 -62.334 80 2206 0.5777 34.699 191.05
105 -62.334 80 2210 0.5768 34.699 191.02
105 -62.334 80 2214 0.576 34.699 191.04
105 -62.334 80 2218 0.5736 34.699 191.11
105 -62.334 80 2222 0.5713 34.699 191.1
105 -62.334 80 2226 0.5699 34.699 191.16
105 -62.334 80 2230 0.5674 34.699 191.15
105 -62.334 80 2234 0.566 34.699 191.25
105 -62.334 80 2238 0.5634 34.699 191.3
105 -62.334 80 2242 0.5608 34.698 191.3
105 -62.334 80 2246 0.5592 34.698 191.29
105 -62.334 80 2250 0.5569 34.698 191.31
105 -62.334 80 2254 0.5554 34.698 191.34
105 -62.334 80 2258 0.5541 34.698 191.38
105 -62.334 80 2262 0.5523 34.698 191.44
105 -62.334 80 2266 0.5507 34.698 191.38
105 -62.334 80 2270 0.5471 34.698 191.42
105 -62.334 80 2274 0.5441 34.697 191.46
105 -62.334 80 2278 0.5395 34.697 191.58
105 -62.334 80 2282 0.538 34.697 191.63
105 -62.334 80 2286 0.5357 34.697 191.7
105 -62.334 80 2290 0.5333 34.697 191.75
105 -62.334 80 2294 0.5291 34.697 191.71
105 -62.334 80 2298 0.5259 34.697 191.74
105 -62.334 80 2302 0.5239 34.697 191.77
105 -62.334 80 2306 0.5211 34.697 191.82
105 -62.334 80 2310 0.5189 34.696 191.85
105 -62.334 80 2314 0.518 34.696 191.83
105 -62.334 80 2318 0.5171 34.696 191.8
105 -62.334 80 2322 0.5165 34.696 191.82
105 -62.334 80 2326 0.5138 34.696 191.83
105 -62.334 80 2330 0.5118 34.696 191.85
105 -62.334 80 2334 0.5069 34.696 191.91
105 -62.334 80 2338 0.5016 34.696 192.05
105 -62.334 80 2342 0.5017 34.696 192.04
105 -62.334 80 2346 0.5019 34.696 192.15
105 -62.334 80 2350 0.499 34.695 192.15
105 -62.334 80 2354 0.4968 34.695 192.16
105 -62.334 80 2358 0.494 34.695 192.2
105 -62.334 80 2362 0.4943 34.695 192.25
105 -62.334 80 2366 0.4913 34.695 192.22
105 -62.334 80 2370 0.488 34.695 192.29
105 -62.334 80 2374 0.4852 34.695 192.33
105 -62.334 80 2378 0.4835 34.695 192.33
105 -62.334 80 2382 0.4815 34.695 192.37
105 -62.334 80 2386 0.4792 34.694 192.41
105 -62.334 80 2390 0.474 34.694 192.47
105 -62.334 80 2394 0.4723 34.694 192.43
105 -62.334 80 2398 0.4717 34.694 192.44
105 -62.334 80 2402 0.4709 34.694 192.5
105 -62.334 80 2406 0.4701 34.694 192.47
105 -62.334 80 2410 0.4682 34.694 192.51
105 -62.334 80 2414 0.4669 34.694 192.6
105 -62.334 80 2418 0.4656 34.694 192.49
105 -62.334 80 2422 0.4551 34.693 192.55
105 -62.334 80 2426 0.4523 34.693 192.47
105 -62.334 80 2430 0.4512 34.693 192.47
105 -62.334 80 2434 0.4505 34.693 192.48
105 -62.334 80 2438 0.4473 34.693 192.44
105 -62.334 80 2442 0.447 34.693 192.55
105 -62.334 80 2446 0.4467 34.693 192.54
105 -62.334 80 2450 0.4468 34.693 192.5
105 -62.334 80 2454 0.443 34.693 192.53
105 -62.334 80 2458 0.4378 34.692 192.53
105 -62.334 80 2462 0.4324 34.692 192.58
105 -62.334 80 2466 0.4317 34.692 192.59
105 -62.334 80 2470 0.4305 34.692 192.67
105 -62.334 80 2474 0.4299 34.692 192.69
105 -62.334 80 2478 0.4258 34.692 192.71
105 -62.334 80 2482 0.4259 34.692 192.71
105 -62.334 80 2486 0.4233 34.692 192.72
105 -62.334 80 2490 0.4232 34.691 192.64
105 -62.334 80 2494 0.4225 34.691 192.64
105 -62.334 80 2498 0.4201 34.691 192.69
105 -62.334 80 2502 0.4159 34.691 192.6
105 -62.334 80 2506 0.4146 34.691 192.52
105 -62.334 80 2510 0.4144 34.691 192.52
106 -63.001 80 10 0.7642 33.712 309.43
106 -63.001 80 14 0.7646 33.71 308.74
106 -63.001 80 18 0.6463 33.711 309.26
106 -63.001 80 22 0.6331 33.711 309.2
106 -63.001 80 26 0.6164 33.712 309.33
106 -63.001 80 30 0.585 33.716 309.46
106 -63.001 80 34 0.5932 33.722 309.6
106 -63.001 80 38 0.588 33.723 309.5
106 -63.001 80 42 0.5665 33.722 309.4
106 -63.001 80 46 0.5528 33.724 308.97
106 -63.001 80 50 0.5421 33.725 308.48
106 -63.001 80 54 0.5321 33.728 307.6
106 -63.001 80 58 0.4632 33.745 304.43
106 -63.001 80 62 0.1288 33.811 298.37
106 -63.001 80 66 -0.2254 33.88 293.46
106 -63.001 80 70 -0.4232 33.919 288.1
106 -63.001 80 74 -0.5849 33.947 283.37
106 -63.001 80 78 -0.7701 33.989 279.22
106 -63.001 80 82 -0.9165 34.033 276.15
106 -63.001 80 86 -0.7464 34.07 268.69
106 -63.001 80 90 -0.685 34.084 263.57
106 -63.001 80 94 -0.6272 34.102 258.83
106 -63.001 80 98 -0.4672 34.152 253.14
106 -63.001 80 102 -0.2937 34.181 244.54
106 -63.001 80 106 -0.1736 34.196 240.02
106 -63.001 80 110 0.0232 34.228 233.58
106 -63.001 80 114 0.2239 34.261 226.62
106 -63.001 80 118 0.362 34.283 220.97
106 -63.001 80 122 0.4508 34.296 216.02
106 -63.001 80 126 0.4995 34.305 213.62
106 -63.001 80 130 0.6386 34.323 209.12
106 -63.001 80 134 0.7788 34.343 205.42
106 -63.001 80 138 0.8972 34.362 200.86
106 -63.001 80 142 1.0875 34.391 194.9
106 -63.001 80 146 1.1857 34.407 191.53
106 -63.001 80 150 1.3063 34.428 186.76
106 -63.001 80 154 1.3331 34.436 184.33
106 -63.001 80 158 1.4032 34.449 181.88
106 -63.001 80 162 1.5263 34.469 178.24
106 -63.001 80 166 1.5911 34.482 175.47
106 -63.001 80 170 1.6138 34.487 173.44
106 -63.001 80 174 1.634 34.492 172.46
106 -63.001 80 178 1.7045 34.506 170.46
106 -63.001 80 182 1.7647 34.517 168.66
106 -63.001 80 186 1.7816 34.521 167.35
106 -63.001 80 190 1.808 34.53 166.39
106 -63.001 80 194 1.8167 34.534 165.43
106 -63.001 80 198 1.8169 34.537 165.25
106 -63.001 80 202 1.8338 34.544 164.68
106 -63.001 80 206 1.8525 34.552 164.01
106 -63.001 80 210 1.8795 34.559 162.92
106 -63.001 80 214 1.889 34.563 162.07
106 -63.001 80 218 1.8929 34.564 161.53
106 -63.001 80 222 1.8988 34.567 161.34
106 -63.001 80 226 1.9045 34.569 161.1
106 -63.001 80 230 1.9175 34.574 161.01
106 -63.001 80 234 1.9239 34.577 161.09
106 -63.001 80 238 1.9307 34.581 161.22
106 -63.001 80 242 1.9396 34.585 161.15
106 -63.001 80 246 1.948 34.59 160.89
106 -63.001 80 250 1.9506 34.594 160.17
106 -63.001 80 254 1.9555 34.598 160.13
106 -63.001 80 258 1.9569 34.598 160.19
106 -63.001 80 262 1.9603 34.602 160.38
106 -63.001 80 266 1.9629 34.604 160.27
106 -63.001 80 270 1.9629 34.604 160.4
106 -63.001 80 274 1.9657 34.608 160.47
106 -63.001 80 278 1.9679 34.611 160.49
106 -63.001 80 282 1.9684 34.612 160.5
106 -63.001 80 286 1.9687 34.613 160.46
106 -63.001 80 290 1.9695 34.615 160.45
106 -63.001 80 294 1.9698 34.617 160.59
106 -63.001 80 298 1.9715 34.62 160.57
106 -63.001 80 302 1.9725 34.62 160.58
106 -63.001 80 306 1.975 34.622 160.65
106 -63.001 80 310 1.9753 34.624 160.6
106 -63.001 80 314 1.973 34.625 160.68
106 -63.001 80 318 1.9715 34.627 160.76
106 -63.001 80 322 1.9729 34.629 160.74
106 -63.001 80 326 1.9726 34.631 160.8
106 -63.001 80 330 1.9719 34.632 160.88
106 -63.001 80 334 1.9709 34.634 160.87
106 -63.001 80 338 1.9715 34.638 160.95
106 -63.001 80 342 1.973 34.641 161.11
106 -63.001 80 346 1.9753 34.643 161.21
106 -63.001 80 350 1.9781 34.645 161.22
106 -63.001 80 354 1.9739 34.645 161.29
106 -63.001 80 358 1.9749 34.647 161.44
106 -63.001 80 362 1.9926 34.651 161.46
106 -63.001 80 366 1.9843 34.653 161.66
106 -63.001 80 370 1.9838 34.655 161.74
106 -63.001 80 374 1.9921 34.658 161.8
106 -63.001 80 378 2.0032 34.661 161.89
106 -63.001 80 382 2.0037 34.663 162.08
106 -63.001 80 386 2.008 34.664 162.25
106 -63.001 80 390 2.0098 34.668 162.38
106 -63.001 80 394 2.0097 34.669 162.62
106 -63.001 80 398 2.0095 34.669 162.73
106 -63.001 80 402 2.0107 34.672 162.87
106 -63.001 80 406 2.013 34.673 163.09
106 -63.001 80 410 2.0188 34.676 163.17
106 -63.001 80 414 2.0142 34.676 163.15
106 -63.001 80 418 2.008 34.677 163.2
106 -63.001 80 422 2.0082 34.679 163.39
106 -63.001 80 426 2.0154 34.681 163.71
106 -63.001 80 430 2.0144 34.682 163.84
106 -63.001 80 434 2.005 34.682 163.84
106 -63.001 80 438 2.0066 34.683 163.83
106 -63.001 80 442 2.0064 34.684 163.76
106 -63.001 80 446 2.0074 34.686 163.77
106 -63.001 80 450 2.0032 34.688 163.99
106 -63.001 80 454 2.0043 34.688 164.2
106 -63.001 80 458 2.0033 34.688 164.36
106 -63.001 80 462 2.002 34.689 164.43
106 -63.001 80 466 2.0061 34.691 164.29
106 -63.001 80 470 2.0057 34.693 164.2
106 -63.001 80 474 2.005 34.694 164.29
106 -63.001 80 478 2.0041 34.695 164.49
106 -63.001 80 482 2.0027 34.696 164.79
106 -63.001 80 486 2.0006 34.697 165.17
106 -63.001 80 490 1.9995 34.697 165.26
106 -63.001 80 494 1.9967 34.699 165.29
106 -63.001 80 498 1.9961 34.7 165.27
106 -63.001 80 502 1.9959 34.702 165.24
106 -63.001 80 506 1.9889 34.702 165.64
106 -63.001 80 510 1.9787 34.703 166.25
106 -63.001 80 514 1.9846 34.706 166.21
106 -63.001 80 518 1.9867 34.707 166.16
106 -63.001 80 522 1.9856 34.707 166.15
106 -63.001 80 526 1.9879 34.709 166.11
106 -63.001 80 530 1.9863 34.71 166.15
106 -63.001 80 534 1.9869 34.711 166.24
106 -63.001 80 538 1.9862 34.712 166.33
106 -63.001 80 542 1.9853 34.713 166.37
106 -63.001 80 546 1.9844 34.714 166.54
106 -63.001 80 550 1.9803 34.714 166.78
106 -63.001 80 554 1.9704 34.714 167.12
106 -63.001 80 558 1.9772 34.716 167.27
106 -63.001 80 562 1.9734 34.717 167.52
106 -63.001 80 566 1.9694 34.717 167.75
106 -63.001 80 570 1.9645 34.716 167.96
106 -63.001 80 574 1.9634 34.717 168.09
106 -63.001 80 578 1.9595 34.718 168.32
106 -63.001 80 582 1.9578 34.719 168.49
106 -63.001 80 586 1.9544 34.72 168.8
106 -63.001 80 590 1.9532 34.721 169.07
106 -63.001 80 594 1.9532 34.722 169.24
106 -63.001 80 598 1.9488 34.723 169.49
106 -63.001 80 602 1.9459 34.724 169.83
106 -63.001 80 606 1.9438 34.724 170.12
106 -63.001 80 610 1.941 34.725 170.37
106 -63.001 80 614 1.9393 34.726 170.55
106 -63.001 80 618 1.9375 34.726 170.74
106 -63.001 80 622 1.9369 34.726 170.82
106 -63.001 80 626 1.9339 34.727 171.04
106 -63.001 80 630 1.933 34.729 171.15
106 -63.001 80 634 1.93 34.729 171.25
106 -63.001 80 638 1.9265 34.73 171.46
106 -63.001 80 642 1.9235 34.73 171.79
106 -63.001 80 646 1.9198 34.73 171.99
106 -63.001 80 650 1.9181 34.731 172.12
106 -63.001 80 654 1.9162 34.731 172.3
106 -63.001 80 658 1.9173 34.732 172.32
106 -63.001 80 662 1.9216 34.733 172.23
106 -63.001 80 666 1.9206 34.733 172.1
106 -63.001 80 670 1.9186 34.733 172.09
106 -63.001 80 674 1.9144 34.734 172.33
106 -63.001 80 678 1.9128 34.735 172.47
106 -63.001 80 682 1.9097 34.735 172.55
106 -63.001 80 686 1.9065 34.736 172.68
106 -63.001 80 690 1.9055 34.736 172.86
106 -63.001 80 694 1.9028 34.737 172.92
106 -63.001 80 698 1.902 34.737 173
106 -63.001 80 702 1.8992 34.737 173.07
106 -63.001 80 706 1.8957 34.738 173.33
106 -63.001 80 710 1.8924 34.738 173.45
106 -63.001 80 714 1.8905 34.739 173.62
106 -63.001 80 718 1.8889 34.738 173.82
106 -63.001 80 722 1.8834 34.739 173.91
106 -63.001 80 726 1.8802 34.739 174.2
106 -63.001 80 730 1.8738 34.739 174.47
106 -63.001 80 734 1.8675 34.74 174.7
106 -63.001 80 738 1.866 34.739 174.94
106 -63.001 80 742 1.8631 34.74 175.1
106 -63.001 80 746 1.8597 34.74 175.32
106 -63.001 80 750 1.856 34.74 175.48
106 -63.001 80 754 1.8524 34.741 175.65
106 -63.001 80 758 1.8476 34.741 175.81
106 -63.001 80 762 1.8444 34.741 175.91
106 -63.001 80 766 1.8411 34.741 176.09
106 -63.001 80 770 1.8387 34.742 176.26
106 -63.001 80 774 1.8348 34.742 176.26
106 -63.001 80 778 1.8327 34.742 176.41
106 -63.001 80 782 1.8293 34.743 176.61
106 -63.001 80 786 1.8281 34.743 176.68
106 -63.001 80 790 1.8252 34.743 176.76
106 -63.001 80 794 1.8227 34.743 176.93
106 -63.001 80 798 1.8215 34.743 176.93
106 -63.001 80 802 1.8194 34.743 177
106 -63.001 80 806 1.817 34.743 177.14
106 -63.001 80 810 1.8139 34.744 177.21
106 -63.001 80 814 1.8112 34.744 177.3
106 -63.001 80 818 1.8089 34.744 177.42
106 -63.001 80 822 1.8038 34.745 177.58
106 -63.001 80 826 1.8011 34.745 177.62
106 -63.001 80 830 1.7996 34.745 177.82
106 -63.001 80 834 1.7945 34.745 177.89
106 -63.001 80 838 1.7933 34.745 178.06
106 -63.001 80 842 1.7902 34.746 178.08
106 -63.001 80 846 1.7888 34.746 178.28
106 -63.001 80 850 1.7861 34.746 178.43
106 -63.001 80 854 1.7846 34.746 178.47
106 -63.001 80 858 1.784 34.747 178.59
106 -63.001 80 862 1.7825 34.747 178.66
106 -63.001 80 866 1.7811 34.747 178.67
106 -63.001 80 870 1.7783 34.748 178.76
106 -63.001 80 874 1.7735 34.747 178.81
106 -63.001 80 878 1.7726 34.747 178.94
106 -63.001 80 882 1.7683 34.748 179.09
106 -63.001 80 886 1.7662 34.748 179.14
106 -63.001 80 890 1.7661 34.748 179.24
106 -63.001 80 894 1.7634 34.748 179.2
